gameid,playerindex,moveid,movetype,cardname
493,0,24,PLAY,Walls
493,1,25,PLAY,Statue
493,2,26,PLAY,Temple
493,0,27,PLAY,Forum
493,1,28,PLAY,Press
493,2,29,UPGRADE_WONDER,Vineyard
493,0,30,PLAY,Dispensary
493,1,31,PLAY,Laboratory
493,2,32,PLAY,School
493,0,33,UPGRADE_WONDER,Foundry
493,1,34,PLAY,Brickyard
493,2,35,PLAY,Library
493,0,36,PLAY,Fortifications
493,1,37,PLAY,Siege Workshop
493,2,38,PLAY,Pantheon
493,0,39,PLAY,Scientists Guild
493,1,40,PLAY,Town Hall
493,2,41,PLAY,Arsenal
493,0,42,PLAY,Study
493,1,43,PLAY,Traders Guild
493,2,44,PLAY,Palace
493,0,45,PLAY,Shipowners Guild
493,1,46,UPGRADE_WONDER,Strategists Guild
493,2,47,PLAY,Senate
493,0,48,UPGRADE_WONDER,Philosophers Guild
493,1,49,DISCARD,University
493,2,50,PLAY,Observatory
493,0,51,PLAY,Academy
493,1,52,PLAY,Haven
493,2,53,PLAY,Gardens
462,0,0,PLAY,West Trading Post
462,1,1,PLAY,Stone Pit
462,2,2,PLAY,Lumber Yard
462,0,3,PLAY,Workshop
462,1,4,PLAY,Timber Yard
462,2,5,PLAY,Altar
462,0,6,DISCARD,Baths
462,1,7,UPGRADE_WONDER,Apothecary
462,2,8,PLAY,Scriptorium
462,0,9,UPGRADE_WONDER,Clay Pool
462,1,10,UPGRADE_WONDER,Ore Vein
462,2,11,PLAY,Theater
462,0,12,PLAY,Barracks
462,1,13,PLAY,Clay Pit
462,2,14,PLAY,Glassworks
462,0,15,PLAY,Marketplace
462,1,16,PLAY,Guard Tower
462,2,17,PLAY,Loom
462,0,18,PLAY,Caravansery
462,1,19,UPGRADE_WONDER,Archery Range
462,2,20,PLAY,Stables
462,0,21,PLAY,Statue
462,1,22,PLAY,Quarry
462,2,23,PLAY,Library
462,0,24,PLAY,Foundry
462,1,25,PLAY,Walls
462,2,26,UPGRADE_WONDER,Brickyard
462,0,27,PLAY,Vineyard
462,1,28,PLAY,Aqueduct
462,2,29,PLAY,Courthouse
462,0,30,UPGRADE_WONDER,Sawmill
462,1,31,PLAY,Temple
462,2,32,PLAY,School
462,0,33,PLAY,Laboratory
462,1,34,PLAY,Dispensary
462,2,35,PLAY,Press
462,0,36,PLAY,Town Hall
462,1,37,PLAY,Fortifications
462,2,38,PLAY,Haven
462,0,39,PLAY,Magistrates Guild
462,1,40,PLAY,Pantheon
462,2,41,PLAY,Arsenal
462,0,42,PLAY,Craftsmens Guild
462,1,43,PLAY,Senate
462,2,44,PLAY,Academy
462,0,45,UPGRADE_WONDER,Arena
462,1,46,PLAY,Palace
462,2,47,PLAY,Lighthouse
462,0,48,PLAY,Philosophers Guild
462,1,49,PLAY,Lodge
462,2,50,UPGRADE_WONDER,University
462,0,51,PLAY,Builders Guild
462,1,52,DISCARD,Gardens
462,2,53,PLAY,Observatory
398,0,0,PLAY,Altar
398,1,1,PLAY,Timber Yard
398,2,2,PLAY,Workshop
398,0,3,PLAY,Barracks
398,1,4,PLAY,Baths
398,2,5,PLAY,Lumber Yard
398,0,6,PLAY,Glassworks
398,1,7,PLAY,Stockade
398,2,8,PLAY,Stone Pit
398,0,9,PLAY,West Trading Post
398,1,10,PLAY,Scriptorium
398,2,11,PLAY,East Trading Post
398,0,12,PLAY,Marketplace
398,1,13,PLAY,Clay Pool
398,2,14,UPGRADE_WONDER,Apothecary
398,0,15,UPGRADE_WONDER,Loom
398,1,16,PLAY,Theater
398,2,17,PLAY,Ore Vein
398,0,18,DISCARD,School
398,1,19,PLAY,Foundry
398,2,20,PLAY,Stables
398,0,21,UPGRADE_WONDER,Archery Range
398,1,22,PLAY,Statue
398,2,23,PLAY,Loom
398,0,24,PLAY,Caravansery
398,1,25,PLAY,Dispensary
398,2,26,PLAY,Sawmill
398,0,27,PLAY,Vineyard
398,1,28,PLAY,Aqueduct
398,2,29,UPGRADE_WONDER,Walls
398,0,30,UPGRADE_WONDER,Brickyard
398,1,31,PLAY,Temple
398,2,32,PLAY,Library
398,0,33,PLAY,Quarry
398,1,34,PLAY,Glassworks
398,2,35,PLAY,Forum
398,0,36,PLAY,Palace
398,1,37,UPGRADE_WONDER,Pantheon
398,2,38,UPGRADE_WONDER,Lodge
398,0,39,PLAY,Arsenal
398,1,40,PLAY,Senate
398,2,41,PLAY,Magistrates Guild
398,0,42,PLAY,Lighthouse
398,1,43,UPGRADE_WONDER,Haven
398,2,44,PLAY,Fortifications
398,0,45,PLAY,Spies Guild
398,1,46,PLAY,University
398,2,47,PLAY,Town Hall
398,0,48,PLAY,Scientists Guild
398,1,49,PLAY,Observatory
398,2,50,PLAY,Traders Guild
398,0,51,PLAY,Arena
398,1,52,PLAY,Gardens
398,2,53,PLAY,Study
399,0,0,PLAY,Stone Pit
399,1,1,PLAY,Ore Vein
399,2,2,PLAY,Clay Pit
399,0,3,PLAY,Glassworks
399,1,4,PLAY,Lumber Yard
399,2,5,PLAY,Theater
399,0,6,PLAY,Scriptorium
399,1,7,PLAY,East Trading Post
399,2,8,UPGRADE_WONDER,Timber Yard
399,0,9,DISCARD,Stockade
399,1,10,PLAY,Baths
399,2,11,PLAY,Altar
399,0,12,PLAY,Barracks
399,1,13,UPGRADE_WONDER,Clay Pool
399,2,14,PLAY,Loom
399,0,15,PLAY,Marketplace
399,1,16,PLAY,Guard Tower
399,2,17,PLAY,Workshop
399,0,18,PLAY,Stables
399,1,19,PLAY,Statue
399,2,20,PLAY,Brickyard
399,0,21,PLAY,Caravansery
399,1,22,PLAY,Foundry
399,2,23,PLAY,Archery Range
399,0,24,PLAY,Library
399,1,25,PLAY,Courthouse
399,2,26,PLAY,Sawmill
399,0,27,PLAY,Dispensary
399,1,28,PLAY,Aqueduct
399,2,29,UPGRADE_WONDER,Glassworks
399,0,30,PLAY,School
399,1,31,UPGRADE_WONDER,Quarry
399,2,32,PLAY,Temple
399,0,33,UPGRADE_WONDER,Forum
399,1,34,UPGRADE_WONDER,Vineyard
399,2,35,PLAY,Laboratory
399,0,36,PLAY,Siege Workshop
399,1,37,PLAY,Arsenal
399,2,38,PLAY,Town Hall
399,0,39,PLAY,Academy
399,1,40,PLAY,Senate
399,2,41,PLAY,Palace
399,0,42,PLAY,Pantheon
399,1,43,PLAY,Study
399,2,44,PLAY,Fortifications
399,0,45,PLAY,Observatory
399,1,46,PLAY,University
399,2,47,PLAY,Gardens
399,0,48,PLAY,Builders Guild
399,1,49,PLAY,Strategists Guild
399,2,50,PLAY,Magistrates Guild
399,0,51,PLAY,Lodge
399,1,52,DISCARD,Arena
399,2,53,PLAY,Shipowners Guild
494,0,0,DISCARD,Clay Pit
494,1,1,PLAY,Timber Yard
494,2,2,PLAY,Lumber Yard
494,0,3,DISCARD,Clay Pool
494,1,4,PLAY,Loom
494,2,5,PLAY,Theater
494,0,6,PLAY,Ore Vein
494,1,7,PLAY,Altar
494,2,8,UPGRADE_WONDER,Scriptorium
494,0,9,PLAY,Glassworks
494,1,10,PLAY,Baths
494,2,11,PLAY,Marketplace
494,0,12,PLAY,Stone Pit
494,1,13,PLAY,East Trading Post
494,2,14,PLAY,Workshop
494,0,15,UPGRADE_WONDER,Stockade
494,1,16,PLAY,West Trading Post
494,2,17,PLAY,Press
494,0,18,PLAY,Sawmill
494,1,19,PLAY,Walls
494,2,20,PLAY,Archery Range
494,0,21,PLAY,Caravansery
494,1,22,PLAY,Brickyard
494,2,23,PLAY,Library
494,0,24,PLAY,Forum
494,1,25,UPGRADE_WONDER,School
494,2,26,PLAY,Statue
494,0,27,PLAY,Stables
494,1,28,UPGRADE_WONDER,Aqueduct
494,2,29,PLAY,Laboratory
494,0,30,PLAY,Courthouse
494,1,31,PLAY,Foundry
494,2,32,DISCARD,Quarry
494,0,33,UPGRADE_WONDER,Dispensary
494,1,34,UPGRADE_WONDER,Glassworks
494,2,35,PLAY,Loom
494,0,36,PLAY,Palace
494,1,37,PLAY,Fortifications
494,2,38,PLAY,Siege Workshop
494,0,39,PLAY,Shipowners Guild
494,1,40,PLAY,Philosophers Guild
494,2,41,PLAY,Arsenal
494,0,42,PLAY,Craftsmens Guild
494,1,43,PLAY,Gardens
494,2,44,PLAY,University
494,0,45,PLAY,Study
494,1,46,PLAY,Pantheon
494,2,47,PLAY,Lighthouse
494,0,48,PLAY,Town Hall
494,1,49,PLAY,Academy
494,2,50,UPGRADE_WONDER,Senate
494,0,51,PLAY,Haven
494,1,52,PLAY,Magistrates Guild
494,2,53,PLAY,Observatory
442,0,0,PLAY,Clay Pit
442,1,1,PLAY,Baths
442,2,2,PLAY,Timber Yard
442,0,3,PLAY,Glassworks
442,1,4,PLAY,Altar
442,2,5,PLAY,Clay Pool
442,0,6,PLAY,Press
442,1,7,PLAY,Theater
442,2,8,PLAY,Workshop
442,0,9,PLAY,Barracks
442,1,10,PLAY,Scriptorium
442,2,11,PLAY,Ore Vein
442,0,12,PLAY,East Trading Post
442,1,13,PLAY,West Trading Post
442,2,14,PLAY,Guard Tower
442,0,15,PLAY,Loom
442,1,16,PLAY,Lumber Yard
442,2,17,PLAY,Stockade
442,0,18,PLAY,Brickyard
442,1,19,PLAY,Statue
442,2,20,DISCARD,Temple
442,0,21,PLAY,Courthouse
442,1,22,PLAY,Foundry
442,2,23,PLAY,Stables
442,0,24,UPGRADE_WONDER,Caravansery
442,1,25,PLAY,Library
442,2,26,PLAY,Laboratory
442,0,27,PLAY,Vineyard
442,1,28,PLAY,Aqueduct
442,2,29,PLAY,Dispensary
442,0,30,DISCARD,Walls
442,1,31,PLAY,Loom
442,2,32,PLAY,Archery Range
442,0,33,PLAY,Forum
442,1,34,PLAY,School
442,2,35,PLAY,Press
442,0,36,PLAY,Philosophers Guild
442,1,37,PLAY,Strategists Guild
442,2,38,PLAY,Observatory
442,0,39,PLAY,Palace
442,1,40,PLAY,Senate
442,2,41,PLAY,Siege Workshop
442,0,42,PLAY,Town Hall
442,1,43,PLAY,Gardens
442,2,44,PLAY,Fortifications
442,0,45,PLAY,Pantheon
442,1,46,PLAY,Arsenal
442,2,47,PLAY,Lodge
442,0,48,DISCARD,Builders Guild
442,1,49,PLAY,University
442,2,50,PLAY,Lighthouse
442,0,51,PLAY,Haven
442,1,52,UPGRADE_WONDER,Arena
442,2,53,PLAY,Study
463,0,0,PLAY,Barracks
463,1,1,PLAY,Timber Yard
463,2,2,PLAY,Lumber Yard
463,0,3,PLAY,Press
463,1,4,PLAY,Clay Pit
463,2,5,PLAY,Stockade
463,0,6,PLAY,Scriptorium
463,1,7,PLAY,Guard Tower
463,2,8,PLAY,Theater
463,0,9,PLAY,West Trading Post
463,1,10,PLAY,East Trading Post
463,2,11,PLAY,Baths
463,0,12,PLAY,Loom
463,1,13,PLAY,Ore Vein
463,2,14,PLAY,Altar
463,0,15,PLAY,Apothecary
463,1,16,UPGRADE_WONDER,Workshop
463,2,17,PLAY,Clay Pool
463,0,18,PLAY,Laboratory
463,1,19,PLAY,Archery Range
463,2,20,PLAY,Stables
463,0,21,DISCARD,Forum
463,1,22,PLAY,Brickyard
463,2,23,PLAY,Temple
463,0,24,PLAY,Statue
463,1,25,PLAY,Library
463,2,26,PLAY,Aqueduct
463,0,27,PLAY,Dispensary
463,1,28,PLAY,Courthouse
463,2,29,PLAY,Caravansery
463,0,30,UPGRADE_WONDER,Walls
463,1,31,PLAY,Loom
463,2,32,PLAY,School
463,0,33,PLAY,Vineyard
463,1,34,PLAY,Glassworks
463,2,35,PLAY,Press
463,0,36,PLAY,Palace
463,1,37,PLAY,Town Hall
463,2,38,PLAY,Gardens
463,0,39,PLAY,Lodge
463,1,40,PLAY,Fortifications
463,2,41,UPGRADE_WONDER,Observatory
463,0,42,PLAY,Arsenal
463,1,43,PLAY,Siege Workshop
463,2,44,UPGRADE_WONDER,Lighthouse
463,0,45,PLAY,Arena
463,1,46,PLAY,Craftsmens Guild
463,2,47,PLAY,Pantheon
463,0,48,PLAY,Haven
463,1,49,PLAY,Workers Guild
463,2,50,UPGRADE_WONDER,Senate
463,0,51,PLAY,Study
463,1,52,PLAY,University
463,2,53,PLAY,Spies Guild
491,0,0,DISCARD,Altar
491,1,1,PLAY,Lumber Yard
491,2,2,PLAY,Clay Pool
491,0,3,PLAY,Loom
491,1,4,PLAY,Marketplace
491,2,5,PLAY,Baths
491,0,6,PLAY,Press
491,1,7,PLAY,Theater
491,2,8,PLAY,Stone Pit
491,0,9,DISCARD,West Trading Post
491,1,10,PLAY,Scriptorium
491,2,11,PLAY,Clay Pit
491,0,12,PLAY,Timber Yard
491,1,13,PLAY,Apothecary
491,2,14,UPGRADE_WONDER,Workshop
491,0,15,UPGRADE_WONDER,Barracks
491,1,16,PLAY,Ore Vein
491,2,17,PLAY,East Trading Post
491,0,18,DISCARD,Temple
491,1,19,PLAY,Sawmill
491,2,20,PLAY,Aqueduct
491,0,21,PLAY,Quarry
491,1,22,UPGRADE_WONDER,Archery Range
491,2,23,PLAY,Dispensary
491,0,24,PLAY,Walls
491,1,25,PLAY,Library
491,2,26,PLAY,Vineyard
491,0,27,DISCARD,Laboratory
491,1,28,PLAY,Statue
491,2,29,PLAY,Stables
491,0,30,PLAY,Glassworks
491,1,31,UPGRADE_WONDER,Loom
491,2,32,PLAY,Courthouse
491,0,33,PLAY,Foundry
491,1,34,DISCARD,School
491,2,35,PLAY,Caravansery
491,0,36,PLAY,Gardens
491,1,37,PLAY,Arsenal
491,2,38,UPGRADE_WONDER,Academy
491,0,39,PLAY,Shipowners Guild
491,1,40,PLAY,University
491,2,41,UPGRADE_WONDER,Observatory
491,0,42,PLAY,Fortifications
491,1,43,PLAY,Study
491,2,44,PLAY,Palace
491,0,45,PLAY,Traders Guild
491,1,46,PLAY,Senate
491,2,47,PLAY,Pantheon
491,0,48,PLAY,Haven
491,1,49,PLAY,Town Hall
491,2,50,PLAY,Siege Workshop
491,0,51,PLAY,Scientists Guild
491,1,52,DISCARD,Lodge
491,2,53,PLAY,Lighthouse
469,0,0,DISCARD,Marketplace
469,1,1,PLAY,Timber Yard
469,2,2,PLAY,Stone Pit
469,0,3,UPGRADE_WONDER,Lumber Yard
469,1,4,UPGRADE_WONDER,Clay Pool
469,2,5,UPGRADE_WONDER,Barracks
469,0,6,PLAY,Scriptorium
469,1,7,PLAY,Baths
469,2,8,PLAY,Altar
469,0,9,PLAY,Workshop
469,1,10,PLAY,Press
469,2,11,PLAY,Theater
469,0,12,DISCARD,Apothecary
469,1,13,PLAY,Glassworks
469,2,14,PLAY,West Trading Post
469,0,15,PLAY,Stockade
469,1,16,PLAY,East Trading Post
469,2,17,PLAY,Clay Pit
469,0,18,PLAY,Laboratory
469,1,19,PLAY,Walls
469,2,20,PLAY,Statue
469,0,21,DISCARD,Glassworks
469,1,22,PLAY,Quarry
469,2,23,PLAY,Brickyard
469,0,24,PLAY,Foundry
469,1,25,PLAY,Aqueduct
469,2,26,PLAY,Temple
469,0,27,PLAY,Archery Range
469,1,28,PLAY,School
469,2,29,PLAY,Stables
469,0,30,PLAY,Press
469,1,31,PLAY,Sawmill
469,2,32,PLAY,Dispensary
469,0,33,PLAY,Vineyard
469,1,34,PLAY,Caravansery
469,2,35,UPGRADE_WONDER,Loom
469,0,36,UPGRADE_WONDER,Pantheon
469,1,37,PLAY,Fortifications
469,2,38,PLAY,Siege Workshop
469,0,39,PLAY,Observatory
469,1,40,UPGRADE_WONDER,Palace
469,2,41,PLAY,Lodge
469,0,42,PLAY,Shipowners Guild
469,1,43,UPGRADE_WONDER,University
469,2,44,PLAY,Gardens
469,0,45,PLAY,Lighthouse
469,1,46,PLAY,Town Hall
469,2,47,DISCARD,Builders Guild
469,0,48,PLAY,Workers Guild
469,1,49,PLAY,Senate
469,2,50,PLAY,Academy
469,0,51,DISCARD,Study
469,1,52,DISCARD,Traders Guild
469,2,53,PLAY,Arena
400,0,0,PLAY,Lumber Yard
400,1,1,PLAY,Stone Pit
400,2,2,PLAY,Ore Vein
400,0,3,PLAY,Stockade
400,1,4,UPGRADE_WONDER,Clay Pit
400,2,5,PLAY,Altar
400,0,6,PLAY,Barracks
400,1,7,PLAY,Theater
400,2,8,PLAY,Baths
400,0,9,PLAY,Clay Pool
400,1,10,PLAY,Loom
400,2,11,PLAY,Glassworks
400,0,12,PLAY,Timber Yard
400,1,13,PLAY,Apothecary
400,2,14,PLAY,Guard Tower
400,0,15,UPGRADE_WONDER,West Trading Post
400,1,16,PLAY,Scriptorium
400,2,17,PLAY,Marketplace
400,0,18,PLAY,Brickyard
400,1,19,PLAY,Aqueduct
400,2,20,PLAY,Quarry
400,0,21,PLAY,Archery Range
400,1,22,PLAY,Courthouse
400,2,23,PLAY,Vineyard
400,0,24,PLAY,School
400,1,25,PLAY,Stables
400,2,26,UPGRADE_WONDER,Sawmill
400,0,27,PLAY,Loom
400,1,28,PLAY,Dispensary
400,2,29,PLAY,Walls
400,0,30,UPGRADE_WONDER,Foundry
400,1,31,PLAY,Statue
400,2,32,PLAY,Laboratory
400,0,33,PLAY,Glassworks
400,1,34,PLAY,Library
400,2,35,UPGRADE_WONDER,Temple
400,0,36,PLAY,Lighthouse
400,1,37,PLAY,Gardens
400,2,38,UPGRADE_WONDER,Traders Guild
400,0,39,PLAY,Siege Workshop
400,1,40,DISCARD,Observatory
400,2,41,PLAY,Fortifications
400,0,42,PLAY,Arsenal
400,1,43,PLAY,Senate
400,2,44,PLAY,Haven
400,0,45,PLAY,Arena
400,1,46,PLAY,Study
400,2,47,PLAY,Town Hall
400,0,48,PLAY,Philosophers Guild
400,1,49,DISCARD,Strategists Guild
400,2,50,PLAY,Palace
400,0,51,PLAY,Pantheon
400,1,52,PLAY,Lodge
400,2,53,PLAY,Workers Guild
479,0,0,DISCARD,Marketplace
479,1,1,PLAY,Timber Yard
479,2,2,PLAY,Clay Pool
479,0,3,PLAY,Stockade
479,1,4,PLAY,Clay Pit
479,2,5,PLAY,Theater
479,0,6,PLAY,Baths
479,1,7,PLAY,Guard Tower
479,2,8,PLAY,Barracks
479,0,9,PLAY,Loom
479,1,10,PLAY,Ore Vein
479,2,11,PLAY,Scriptorium
479,0,12,PLAY,Apothecary
479,1,13,PLAY,Workshop
479,2,14,PLAY,Altar
479,0,15,PLAY,Stone Pit
479,1,16,PLAY,Glassworks
479,2,17,PLAY,East Trading Post
479,0,18,PLAY,Quarry
479,1,19,UPGRADE_WONDER,Glassworks
479,2,20,PLAY,Brickyard
479,0,21,UPGRADE_WONDER,Sawmill
479,1,22,PLAY,Archery Range
479,2,23,PLAY,Statue
479,0,24,UPGRADE_WONDER,School
479,1,25,PLAY,Walls
479,2,26,PLAY,Courthouse
479,0,27,UPGRADE_WONDER,Press
479,1,28,PLAY,Stables
479,2,29,PLAY,Temple
479,0,30,PLAY,Library
479,1,31,PLAY,Dispensary
479,2,32,PLAY,Foundry
479,0,33,PLAY,Aqueduct
479,1,34,PLAY,Laboratory
479,2,35,PLAY,Forum
479,0,36,PLAY,Study
479,1,37,PLAY,Gardens
479,2,38,PLAY,Pantheon
479,0,39,DISCARD,Observatory
479,1,40,PLAY,Siege Workshop
479,2,41,PLAY,Fortifications
479,0,42,PLAY,Arena
479,1,43,PLAY,Traders Guild
479,2,44,PLAY,Builders Guild
479,0,45,PLAY,Senate
479,1,46,PLAY,Palace
479,2,47,DISCARD,University
479,0,48,PLAY,Academy
479,1,49,DISCARD,Shipowners Guild
479,2,50,PLAY,Lodge
479,0,51,PLAY,Town Hall
479,1,52,PLAY,Craftsmens Guild
479,2,53,PLAY,Lighthouse
470,0,0,PLAY,Lumber Yard
470,1,1,PLAY,Clay Pit
470,2,2,PLAY,Ore Vein
470,0,3,PLAY,Scriptorium
470,1,4,PLAY,Stone Pit
470,2,5,PLAY,Theater
470,0,6,PLAY,Timber Yard
470,1,7,PLAY,Altar
470,2,8,PLAY,Clay Pool
470,0,9,PLAY,Marketplace
470,1,10,PLAY,Press
470,2,11,PLAY,Baths
470,0,12,PLAY,Barracks
470,1,13,PLAY,East Trading Post
470,2,14,PLAY,Glassworks
470,0,15,DISCARD,Apothecary
470,1,16,PLAY,Guard Tower
470,2,17,PLAY,Stockade
470,0,18,UPGRADE_WONDER,Glassworks
470,1,19,PLAY,Sawmill
470,2,20,PLAY,Quarry
470,0,21,UPGRADE_WONDER,Dispensary
470,1,22,PLAY,Archery Range
470,2,23,UPGRADE_WONDER,Walls
470,0,24,PLAY,Loom
470,1,25,PLAY,Statue
470,2,26,UPGRADE_WONDER,Stables
470,0,27,PLAY,Aqueduct
470,1,28,UPGRADE_WONDER,Brickyard
470,2,29,DISCARD,Foundry
470,0,30,PLAY,Forum
470,1,31,PLAY,Library
470,2,32,PLAY,Courthouse
470,0,33,PLAY,Laboratory
470,1,34,PLAY,Temple
470,2,35,PLAY,Press
470,0,36,PLAY,Arsenal
470,1,37,PLAY,Fortifications
470,2,38,PLAY,Pantheon
470,0,39,UPGRADE_WONDER,Magistrates Guild
470,1,40,PLAY,University
470,2,41,PLAY,Palace
470,0,42,PLAY,Siege Workshop
470,1,43,PLAY,Senate
470,2,44,PLAY,Gardens
470,0,45,PLAY,Study
470,1,46,PLAY,Town Hall
470,2,47,DISCARD,Haven
470,0,48,PLAY,Academy
470,1,49,PLAY,Lodge
470,2,50,PLAY,Observatory
470,0,51,PLAY,Workers Guild
470,1,52,PLAY,Builders Guild
470,2,53,PLAY,Scientists Guild
495,0,0,PLAY,Altar
495,1,1,PLAY,Lumber Yard
495,2,2,PLAY,Clay Pit
495,0,3,DISCARD,Workshop
495,1,4,PLAY,Ore Vein
495,2,5,PLAY,Glassworks
495,0,6,PLAY,Scriptorium
495,1,7,PLAY,Press
495,2,8,PLAY,Stone Pit
495,0,9,PLAY,Stockade
495,1,10,PLAY,Marketplace
495,2,11,UPGRADE_WONDER,Timber Yard
495,0,12,PLAY,Guard Tower
495,1,13,PLAY,Baths
495,2,14,PLAY,Barracks
495,0,15,DISCARD,Loom
495,1,16,PLAY,East Trading Post
495,2,17,PLAY,Clay Pool
495,0,18,PLAY,Vineyard
495,1,19,UPGRADE_WONDER,Statue
495,2,20,PLAY,Stables
495,0,21,PLAY,School
495,1,22,UPGRADE_WONDER,Sawmill
495,2,23,PLAY,Brickyard
495,0,24,PLAY,Library
495,1,25,PLAY,Walls
495,2,26,PLAY,Laboratory
495,0,27,PLAY,Forum
495,1,28,PLAY,Archery Range
495,2,29,PLAY,Temple
495,0,30,PLAY,Glassworks
495,1,31,PLAY,Courthouse
495,2,32,PLAY,Loom
495,0,33,PLAY,Press
495,1,34,UPGRADE_WONDER,Foundry
495,2,35,PLAY,Dispensary
495,0,36,PLAY,Gardens
495,1,37,PLAY,Siege Workshop
495,2,38,PLAY,Town Hall
495,0,39,PLAY,Haven
495,1,40,PLAY,Spies Guild
495,2,41,PLAY,Pantheon
495,0,42,PLAY,Academy
495,1,43,PLAY,Fortifications
495,2,44,PLAY,Palace
495,0,45,PLAY,Traders Guild
495,1,46,PLAY,Arsenal
495,2,47,PLAY,Study
495,0,48,PLAY,Lighthouse
495,1,49,PLAY,Arena
495,2,50,PLAY,Lodge
495,0,51,DISCARD,Shipowners Guild
495,1,52,PLAY,Craftsmens Guild
495,2,53,PLAY,Observatory
412,0,0,PLAY,Barracks
412,1,1,PLAY,Lumber Yard
412,2,2,PLAY,Timber Yard
412,0,3,PLAY,Clay Pit
412,1,4,PLAY,Stockade
412,2,5,UPGRADE_WONDER,Clay Pool
412,0,6,DISCARD,Marketplace
412,1,7,PLAY,Baths
412,2,8,PLAY,Guard Tower
412,0,9,DISCARD,Stone Pit
412,1,10,UPGRADE_WONDER,Loom
412,2,11,PLAY,Altar
412,0,12,PLAY,West Trading Post
412,1,13,PLAY,Theater
412,2,14,PLAY,Press
412,0,15,PLAY,East Trading Post
412,1,16,PLAY,Glassworks
412,2,17,PLAY,Scriptorium
412,0,18,DISCARD,Statue
412,1,19,PLAY,Sawmill
412,2,20,PLAY,Stables
412,0,21,DISCARD,Walls
412,1,22,PLAY,Aqueduct
412,2,23,PLAY,Courthouse
412,0,24,PLAY,Archery Range
412,1,25,PLAY,Quarry
412,2,26,PLAY,School
412,0,27,PLAY,Foundry
412,1,28,PLAY,Dispensary
412,2,29,PLAY,Temple
412,0,30,PLAY,Brickyard
412,1,31,PLAY,Caravansery
412,2,32,PLAY,Library
412,0,33,PLAY,Glassworks
412,1,34,PLAY,Loom
412,2,35,PLAY,Vineyard
412,0,36,PLAY,Observatory
412,1,37,PLAY,Arsenal
412,2,38,PLAY,Pantheon
412,0,39,PLAY,Fortifications
412,1,40,PLAY,Gardens
412,2,41,PLAY,Town Hall
412,0,42,PLAY,Lodge
412,1,43,UPGRADE_WONDER,University
412,2,44,UPGRADE_WONDER,Builders Guild
412,0,45,PLAY,Workers Guild
412,1,46,PLAY,Siege Workshop
412,2,47,PLAY,Arena
412,0,48,PLAY,Palace
412,1,49,PLAY,Strategists Guild
412,2,50,UPGRADE_WONDER,Senate
412,0,51,PLAY,Lighthouse
412,1,52,UPGRADE_WONDER,Study
412,2,53,PLAY,Academy
464,0,0,DISCARD,Timber Yard
464,1,1,PLAY,Lumber Yard
464,2,2,PLAY,Clay Pool
464,0,3,PLAY,Stone Pit
464,1,4,PLAY,Ore Vein
464,2,5,PLAY,Baths
464,0,6,PLAY,Workshop
464,1,7,PLAY,East Trading Post
464,2,8,PLAY,Theater
464,0,9,PLAY,Guard Tower
464,1,10,UPGRADE_WONDER,West Trading Post
464,2,11,PLAY,Scriptorium
464,0,12,PLAY,Altar
464,1,13,PLAY,Barracks
464,2,14,PLAY,Stockade
464,0,15,PLAY,Marketplace
464,1,16,PLAY,Loom
464,2,17,PLAY,Glassworks
464,0,18,PLAY,Archery Range
464,1,19,PLAY,School
464,2,20,PLAY,Quarry
464,0,21,PLAY,Foundry
464,1,22,PLAY,Temple
464,2,23,UPGRADE_WONDER,Laboratory
464,0,24,UPGRADE_WONDER,Vineyard
464,1,25,DISCARD,Library
464,2,26,PLAY,Walls
464,0,27,PLAY,Brickyard
464,1,28,UPGRADE_WONDER,Loom
464,2,29,PLAY,Aqueduct
464,0,30,PLAY,Stables
464,1,31,PLAY,Glassworks
464,2,32,PLAY,Statue
464,0,33,PLAY,Dispensary
464,1,34,UPGRADE_WONDER,Courthouse
464,2,35,PLAY,Press
464,0,36,PLAY,Craftsmens Guild
464,1,37,PLAY,Palace
464,2,38,PLAY,Fortifications
464,0,39,DISCARD,Senate
464,1,40,PLAY,Arsenal
464,2,41,PLAY,Town Hall
464,0,42,PLAY,Gardens
464,1,43,PLAY,Observatory
464,2,44,PLAY,Academy
464,0,45,PLAY,Siege Workshop
464,1,46,PLAY,Pantheon
464,2,47,DISCARD,Scientists Guild
464,0,48,PLAY,Strategists Guild
464,1,49,PLAY,University
464,2,50,PLAY,Lodge
464,0,51,PLAY,Haven
464,1,52,PLAY,Lighthouse
464,2,53,PLAY,Study
422,0,0,PLAY,Timber Yard
422,1,1,PLAY,Baths
422,2,2,PLAY,Clay Pool
422,0,3,DISCARD,Scriptorium
422,1,4,PLAY,Clay Pit
422,2,5,PLAY,Altar
422,0,6,UPGRADE_WONDER,West Trading Post
422,1,7,PLAY,Theater
422,2,8,PLAY,Workshop
422,0,9,PLAY,Stockade
422,1,10,PLAY,Press
422,2,11,PLAY,Stone Pit
422,0,12,PLAY,Marketplace
422,1,13,PLAY,Guard Tower
422,2,14,PLAY,Glassworks
422,0,15,UPGRADE_WONDER,East Trading Post
422,1,16,PLAY,Loom
422,2,17,PLAY,Barracks
422,0,18,PLAY,Laboratory
422,1,19,PLAY,Walls
422,2,20,PLAY,Archery Range
422,0,21,DISCARD,Forum
422,1,22,DISCARD,School
